"text";"section";"header";"div";"p";"s";"id";"p_comp";"p_value";"expanded";"context"
"p = .38";"results";"Results";14;4;3;"0956797620958638";"=";0,38;"The interaction between familiarity and length, although in the predicted direction, was not significant, F(1, 29) = 0.81, p = .38, η p 2 = .03, OP = .14 (pseudowords-three letters: M = 2,175 ms, SD = 776, five letters: M = 2,576 ms, SD = 876; real words-three letters: M = 1,933 ms, SD = 939, five letters: M = 2,055 ms, SD = 1,028).";"In ANOVAs examining latency to peak dilation, the main effect for word familiarity was again significant, F(1, 29) = 12.85, p = .001, η p 2 = .31, OP = .93 (pseudowords: M = 2,376 ms, SD = 772; real words: M = 1,994 ms, SD = 706), as was the main effect for length, F(1, 29) = 5.08, p = .03, η p 2 = .15, OP = .59 (five-letter strings: M = 2,316 ms, SD = 819; threeletter strings: M = 2,054 ms, SD = 675). The interaction between familiarity and length, although in the predicted direction, was not significant, F(1, 29) = 0.81, p = .38, η p 2 = .03, OP = .14 (pseudowords-three letters: M = 2,175 ms, SD = 776, five letters: M = 2,576 ms, SD = 876; real words-three letters: M = 1,933 ms, SD = 939, five letters: M = 2,055 ms, SD = 1,028)."
"p = .25 ";"results";"Behavioral data.";15;1;3;"0956797620958638";"=";0,25;"As expected, follow-up tests confirmed a significant length effect for pseudowords, t(29) = -4.54, p < .001, but not for real words, t(29) = -1.17, p = .25 (Table 3).";"Analyses of pronunciation onset latencies revealed a main effect for word familiarity, F(1, 29) = 63.57, p < .001, η p 2 = .69, OP = 1.00; a main effect for length, F(1, 29) = 14.69, p < .001, η p 2 = .34, OP = .96; and a significant familiarity-by-length interaction, F(1, 29) = 7.26, p = .01, η p 2 = .20, OP = .74. As expected, follow-up tests confirmed a significant length effect for pseudowords, t(29) = -4.54, p < .001, but not for real words, t(29) = -1.17, p = .25 (Table 3)."
"p = .08";"results";"Results";19;2;4;"0956797620958638";"=";0,08;"In addition, the overall main effect for length approached significance, F(1, 17) = 3.47, p = .08, η p 2 = .17, OP = .42 (five-letter strings: M = 6.16%, SD = 3.99; three-letter strings: M = 5.46%, SD = 3.44), whereas the familiarity-by-length interaction was significant, F(1, 17) = 5.03, p = .04, η p 2 = .23, OP = .56, with a significant length effect for pseudowords (five-letter strings: M = 7.17%, SD = 4.73; three-letter strings: M = 5.43%, SD = 3.50), t(17) = -2.73, p = .01, but not real words (three letters: M = 5.48%, SD = 3.63; five letters: M = 5.14%, SD = 3.89), t(17) = 0.62, p = .55.";"First, we found a significant main effect for word familiarity, F(1, 17) = 4.93, p = .04, η p 2 = .23, OP = .55 (pseudowords: M = 6.30%, SD = 3.95; real words: M = 5.31%, SD = 3.56). First, we found a significant main effect for word familiarity, F(1, 17) = 4.93, p = .04, η p 2 = .23, OP = .55 (pseudowords: M = 6.30%, SD = 3.95; real words: M = 5.31%, SD = 3.56). In addition, the overall main effect for length approached significance, F(1, 17) = 3.47, p = .08, η p 2 = .17, OP = .42 (five-letter strings: M = 6.16%, SD = 3.99; three-letter strings: M = 5.46%, SD = 3.44), whereas the familiarity-by-length interaction was significant, F(1, 17) = 5.03, p = .04, η p 2 = .23, OP = .56, with a significant length effect for pseudowords (five-letter strings: M = 7.17%, SD = 4.73; three-letter strings: M = 5.43%, SD = 3.50), t(17) = -2.73, p = .01, but not real words (three letters: M = 5.48%, SD = 3.63; five letters: M = 5.14%, SD = 3.89), t(17) = 0.62, p = .55. In addition, the overall main effect for length approached significance, F(1, 17) = 3.47, p = .08, η p 2 = .17, OP = .42 (five-letter strings: M = 6.16%, SD = 3.99; three-letter strings: M = 5.46%, SD = 3.44), whereas the familiarity-by-length interaction was significant, F(1, 17) = 5.03, p = .04, η p 2 = .23, OP = .56, with a significant length effect for pseudowords (five-letter strings: M = 7.17%, SD = 4.73; three-letter strings: M = 5.43%, SD = 3.50), t(17) = -2.73, p = .01, but not real words (three letters: M = 5.48%, SD = 3.63; five letters: M = 5.14%, SD = 3.89), t(17) = 0.62, p = .55."
"p = .77 ";"results";"Results";19;3;3;"0956797620958638";"=";0,77;"A length effect was once again found for pseudowords (five-letter strings: M = 19.88%, SD = 7.87; three-letter strings: M = 16.57%, SD = 4.85), t(17) = -2.91, p = .01, but not for real words (three letters: M = 16.31%, SD = 4.88; five letters: M = 16.12%, SD = 4.55), t(17) = 0.30, p = .77 (see Note 2).";"For the measure of peak dilation, we also obtained significant main effects for both word familiarity, F(1, 17) = 8.15, p = .01, η p 2 = .32, OP = .77 (pseudowords: M = 18.22%, SD = 6.07; real words: M = 16.22%, SD = 4.54), and length, F(1, 17) = 6.33, p = .02, η p 2 = .27, OP = .66 (five-letter strings: M = 18.00%, SD = 5.85; threeletter strings: M = 16.44%, SD = 4.67), as well as a significant familiarity-by-length interaction, F(1, 17) = 6.65, p = .02, η p 2 = .28, OP = .68. A length effect was once again found for pseudowords (five-letter strings: M = 19.88%, SD = 7.87; three-letter strings: M = 16.57%, SD = 4.85), t(17) = -2.91, p = .01, but not for real words (three letters: M = 16.31%, SD = 4.88; five letters: M = 16.12%, SD = 4.55), t(17) = 0.30, p = .77 (see Note 2)."
"p = .96";"results";"Results";19;4;3;"0956797620958638";"=";0,96;"A length effect was found for pseudowords (five-letter strings: M = 2,236 ms, SD = 621; three-letter strings: M = 1,828 ms, SD = 459), t(17) = -4.92, p < .001, but not for real words (three letters: M = 1,617 ms, SD = 372; five letters: M = 1,620 ms, SD = 319), t(17) = -0.06, p = .96.";"Results for latency to peak dilation were consistent with the outcomes for mean dilation and peak dilation, showing a significant main effect for word familiarity, F(1, 17) = 31.17, p < .001, η p 2 = .65, OP = 1.00 (pseudowords: M = 2,032 ms, SD = 517; real words: M = 1,618 ms, SD = 319); a significant main effect for length, F(1, 17) = 13.90, p = .002, η p 2 = .45, OP = .94 (five-letter strings: M = 1,928 ms, SD = 438; three-letter strings: M = 1,722 ms, SD = 394); and a significant interaction between familiarity and length, F(1, 17) = 17.15, p = .001, η p 2 = .50, OP = .97. A length effect was found for pseudowords (five-letter strings: M = 2,236 ms, SD = 621; three-letter strings: M = 1,828 ms, SD = 459), t(17) = -4.92, p < .001, but not for real words (three letters: M = 1,617 ms, SD = 372; five letters: M = 1,620 ms, SD = 319), t(17) = -0.06, p = .96."
"p = .26";"fig";NA;1;NA;1;"0956797620958638";"=";0,26;", 29) = 1.33, p = .26, η p 2 = .04, OP = .20 (five-letter strings: M = 2,282 ms, SD = 464; three-letter strings: M = 2,122 ms, SD = 541).";", 29) = 1.33, p = .26, η p 2 = .04, OP = .20 (five-letter strings: M = 2,282 ms, SD = 464; three-letter strings: M = 2,122 ms, SD = 541). The interaction between familiarity and length, although in the predicted direction, failed to reach significance, F(1, 29) = 2.35, p = .14, η p 2 = .08, OP = .32 (pseudowords-three letters: M = 2,276 ms, SD = 501, five letters: M = 2,522 ms, SD = 505; real words-three letters: M = 1,967 ms, SD = 695, five letters: M = 2,042 ms, SD = 528)."
"p = .14";"fig";NA;1;NA;2;"0956797620958638";"=";0,14;"The interaction between familiarity and length, although in the predicted direction, failed to reach significance, F(1, 29) = 2.35, p = .14, η p 2 = .08, OP = .32 (pseudowords-three letters: M = 2,276 ms, SD = 501, five letters: M = 2,522 ms, SD = 505; real words-three letters: M = 1,967 ms, SD = 695, five letters: M = 2,042 ms, SD = 528).";", 29) = 1.33, p = .26, η p 2 = .04, OP = .20 (five-letter strings: M = 2,282 ms, SD = 464; three-letter strings: M = 2,122 ms, SD = 541). The interaction between familiarity and length, although in the predicted direction, failed to reach significance, F(1, 29) = 2.35, p = .14, η p 2 = .08, OP = .32 (pseudowords-three letters: M = 2,276 ms, SD = 501, five letters: M = 2,522 ms, SD = 505; real words-three letters: M = 1,967 ms, SD = 695, five letters: M = 2,042 ms, SD = 528). 2"
"p = .317";"results";"Successful stress induction";9;1;5;"0956797620958650";"=";0,317;"Cortisol concentrations were comparable at baseline, t(55) = 1.01, p = .317, d = 0.27, but significantly elevated in the stress group relative to the control group both 30 min after the treatment, t(55) = 3.55, p corr = .003, d = 0.94, and 45 min after the treatment, t(55) = 2.52, p corr = .045, d = 0.67 (Table 1).";"In line with these subjective assessments, salivary cortisol levels increased significantly more strongly in response to the modified TSST than to the control manipulation, F(1.95, 101.40) = 7.05, p = .001, η p 2 = .12. Cortisol concentrations were comparable at baseline, t(55) = 1.01, p = .317, d = 0.27, but significantly elevated in the stress group relative to the control group both 30 min after the treatment, t(55) = 3.55, p corr = .003, d = 0.94, and 45 min after the treatment, t(55) = 2.52, p corr = .045, d = 0.67 (Table 1). Accordingly, the baseline-to-peak difference, a single parameter reflecting the increase in cortisol, was significantly higher in the stress group than in the control group, F(1, 53) = 10.52, p = .002, η p 2 = .17."
"p = .068";"results";"Successful stress induction";9;1;7;"0956797620958650";"=";0,068;"Importantly, the subjective and physiological response to the psychosocial stressor was not significantly modulated by the expectancy violation-Treatment × Expectancy Violation for the subjective ratings and baseline-to-peak increase in cortisol as well as Treatment × Expectancy Violation × Time Point of Measurement for the mood questionnaire and cortisol: all Fs < 1.13, all ps > .328, all η p 2 s < .03; restlessness: F(1, 90) = 3.42, p = .068, η p 2 = .04.";"Accordingly, the baseline-to-peak difference, a single parameter reflecting the increase in cortisol, was significantly higher in the stress group than in the control group, F(1, 53) = 10.52, p = .002, η p 2 = .17. Importantly, the subjective and physiological response to the psychosocial stressor was not significantly modulated by the expectancy violation-Treatment × Expectancy Violation for the subjective ratings and baseline-to-peak increase in cortisol as well as Treatment × Expectancy Violation × Time Point of Measurement for the mood questionnaire and cortisol: all Fs < 1.13, all ps > .328, all η p 2 s < .03; restlessness: F(1, 90) = 3.42, p = .068, η p 2 = .04. As shown in Table 1, salivary cortisol levels were higher in informed than in uninformed participants immediately after the manipulation, which may be because of expectation effects and mistrust with respect to the announced control manipulation."
"p = .794";"results";"Successful stress induction";9;1;9;"0956797620958650";"=";0,794;"Most importantly, however, the baseline-to-peak increase in salivary cortisol was comparable in informed and uninformed participants of the stress group, t(25) = 0.26, p = .794, d = 0.10.";"As shown in Table 1, salivary cortisol levels were higher in informed than in uninformed participants immediately after the manipulation, which may be because of expectation effects and mistrust with respect to the announced control manipulation. Most importantly, however, the baseline-to-peak increase in salivary cortisol was comparable in informed and uninformed participants of the stress group, t(25) = 0.26, p = .794, d = 0.10. To explicitly test the evidence in favor of an absence of a difference between informed and uninformed participants of the stress groups, we further ran a Bayesian analysis for the baseline-to-peak increase in the informed versus uninformed stress group."
"p = .394";"results";"Prior information reduces inferior temporal activity during a stressful event";11;1;4;"0956797620958650";"=";0,394;"Follow-up analyses showed that the activity in the predefined cortical areas was higher in stressed participants who had received only minimal information about the treatment (i.e., a higher expectancy violation) than in stressed participants who were informed in detail about the upcoming stressor, F(1, 36) = 4.72, p = .036, η p 2 = .12, whereas there was no effect of prior information in the control condition, F(1, 40) = 0.74, p = .394, η p 2 = .02.";"Accordingly, an overall analysis of the activity in these brain regions during the treatment (vs. baseline) revealed a significant Treatment × Expectancy Violation interaction, F(1, 76) = 4.36, p = .040, η p 2 = .05, suggesting that the brain response to the stressful event was modulated by the expectancy violation. Follow-up analyses showed that the activity in the predefined cortical areas was higher in stressed participants who had received only minimal information about the treatment (i.e., a higher expectancy violation) than in stressed participants who were informed in detail about the upcoming stressor, F(1, 36) = 4.72, p = .036, η p 2 = .12, whereas there was no effect of prior information in the control condition, F(1, 40) = 0.74, p = .394, η p 2 = .02. We hypothesized that the modulatory effect of expectancy violation on stress-related brain activity would not be equal across cortical areas but would be particularly pronounced in the inferior temporal cortex, an area involved in memory formation under stress."
